text,label
"Is it possible to get a flight from LGA to RIC on time?! EVER?! My husband would like to get home on time one day. Ridiculous.",complaint
"just called me on my phone cause they thought I was gunna miss my flight u guys da best",compliment
"you guys did good yesterday; lets see about this time around! Thanks for fixing my chair recliner first of all; time to go home",compliment
"just experienced terrible service in DFW and was told by Linda in baggage services there's no supervisor to call. Help??",complaint
"Just had amazing &amp; helpful customer service from Alexis at  - beyond thankful such great people work in customer service.",compliment
"I had some great customer service in LAX last week. 2 agents helped track down my lost iPad. Went above and beyond. Can I DM info?",compliment
"Thanks    for being top engaged community members this week :) (Want this ðŸ†“? &gt;&gt; ",compliment
"Hey there, I've just had a flight reservation changed unfavourably. Could you see about waiving a change fee for cancellation?",request
"Why close pre check on a busy business travel night? This is a joke!",complaint
"do you have bereavement for last minute flights?",request
"What a mess  you need to have enough crew members to attend your customers",complaint
"Flight to hell?Rude gate agent!your empl-non revs had seats before ur customers,also they got to board b4 us",complaint
"Second pilot forgets to show up so my flight to LAX is delayed indefinitely. Lol",complaint
"many thanks to Elvia at IAH for helping me through a rough customs situation. The kind, one-on-one assistance was much appreciated!",compliment
"thank you for taking care of everything for me.  It took a while but it's all done",compliment
"Bid for an awesome trip benefiting  Thanks to   ",compliment
"Thanks for losing my bags,  ...ugh! This is not a fun flight experience. #JustWannaGoHome",complaint
"No wifi working?? wtf  ??",complaint
"A big thank you to you and your crews on my trip.  Made me and my service dog feel like family and welcome every step of the way!",compliment
"your buses in DC are terrible. Shame air travel is a functional monopoly. Allows you to continue to offer terrible service",complaint
"problem with UA 6247 so likely miss connection in IAD to SFO second time this week.  Please help.",request
"instead of being sorry for the inconvenience of an hr wait for our bags from Mia why don't u do something-Like get us r bags",complaint
"I was rescheduled today and next flight u scheduled me was &gt;32 hrs later. How can I get a refund if i opted for An alt option.",request
"Will my trip on Sunday from Narita to IAD be delayed by snow? Just wondering.",request
"Surprise upgrade to First from  - very kind and much appreciated",compliment
"it's been a day and still waiting to get help!!!  ",complaint
"Thanks for the unexpected seat upgrade. Nicely done. #CX #CXM #custserv",compliment
"Will I be able to take off from BRU airport on 3/28 to EWR?",request
"love my new chase rapid rewards credit card! âœˆï¸ How long does it take for the bonus points to show up on my account?",request
"Instead of trying to sync my return to my wife's flight, can I get my return be credited so I can book flights from Singapore?",request
"The absolute worse has happened. There is no A/C outlet on this 14 hour flight.  please.",complaint
"You know what  I'm almost positive that you're Trump Airlines in disguise because you're  as much of a joke as he is.",complaint
"Hello, my wife is trying to book seats for her JFK-MAN flight &amp; is stuck in a loop with the AA/BA site. Can you assist please?",request
"Don't fly  airlines unless you want a free downgrade with an extra helping of fuck-you.",complaint
"I am a proud member of the AAdvantage program, but is there any way to contact Doug Parker or Elise Eberwein directly? Thanks!",request
"Fun mail day!! Through a wellness program with  I've been given all these amazingâ€¦ ",compliment
"What poor customer service you are receiving from  When You Have Always Been A Faithful Customer!",complaint
"Thanks  another article in  I just read on my  flight is very good too #travel ",compliment
"i want to ask, can I send you a proposal about going to ICP 2016 in Japan and we are the delegation from indonesia. thank you",request
"Interesting. Doesn't say for connecting flights. So why did  refuse to get me a hotel room? #hmmm ",request
"you've compensated people who have delayed/canceled flights before so why am i any different?",request
"flt 3014 today, your FA, Tessa, is an absolute gem. Such great customer service to everyone. Want a flight w/ her again! âœˆï¸",compliment
"how do I request a vegetarian meal on my up coming trip.",request
"thanks for flying me and the World Series trophy home today on flight 12 DAL to MCI!!",compliment
"Hi  check-in process at  works fairly well but you're awful managing flows after that to airport security; disastrous",complaint
"Whole row to myself! Thanks  looks like it will be a nice flight to Brazil! ",compliment
"So  you have a winner with  if all the stewards are as amazing as this flight #ua4750 ",compliment
"gate agent for flight 1940 from ATL to GSP SUCKS. I'm diamond, stand by and she sticks me in 28A instead of the 4 Econ Comfort",complaint
"How do I get my British Airways info for the first leg of my AA flight Friday?",request
"This is why I luv  !  #bestflightcrewever #awesomesauce #theytoldmetodoit #SW3987 #luv",compliment
"Can I just say how disappointed I am about your films on your flight - very few of the captioned films actually had subtitles!",complaint
"man  is so freakin complicated like wtf. this why I only fuck w/  never flying American again lol",complaint
"Two $25 vouchers for hula hooping at gate ðŸ’ƒ  I almost forgive you for the two delays ... ðŸ˜œ",compliment
"Great flight in on  Now it's time to get down to #business! #NNWTakesChicago #chicago",compliment
"You can't beat this view! Thanks for a safe and hilarious flight  #illbeback #workinggirl #werehere ",compliment
"Thank you Jackie  in  for helping me change my flight to Hartford when my Denver connection was delayed !",compliment
"I'm silver with KLM, and flying from SFO to JFK tomo, I'm allowed to check in two bags right?",request
"what's the prognosis for flights headed west this evening? Weather isn't looking too hot here in Michigan.",request
"flt 4068. Great service. Great staff. Thank you!",compliment
"Boarded at 7 am. Now 9 am haven't moved. Still on Tarmac. How much longer until  owes me a couple of bucks ?",request
"plane delayed almost 4 hours and no voucher for airport food or bottles of water or anything? This is terrible.",complaint
"Thanks for ripping my suitcase  nice work!",complaint
"why the delay on ORD 2DFW #91?",request
"Used MileagePlus card 2 check in yet asked 2 pay 4 bag &amp; had 2 wipe gunk from seat 20A flight 3622,not happy ",complaint
"Booked a flight to S. Africa for my mom &amp; the last letter of her middle name isn't on the ticket. Will this be a problem?",request
"Cheers to the  managers in the Burbank airport who stayed with a sweet elderly customer until his wheelchair arrived.",compliment
"Thanks  for a smooth and on time ride from Sioux Falls Sd to NYC #marchmatness #getjacked",compliment
"If  flew out of #midway I would be a loyal customer.  better pick it up before they lose a loyal customer.",complaint
"When customer relations dissolves &amp; chaos reigns,a business may b on way out. example of deterioration #casestudy #startups",compliment
"I scored TSA pre-check &amp; the agent said my hair was pretty. Hopefully I'll have a great flight home on  too",compliment
